label,sms
ok,ท่านได้ลงทะเบียนเพื่อรับ sms  - ข้อความเตือนวันนัด  - ข้อความประชาสัมพันธ์  เรียบร้อยแล้ว  ขอบคุณครับ :) 
ok,นิสสันสาขาบางจาก ขอบพระคุณท่านลูกค้า 1กศ-8325 ขออนุญาตติดตามผลหลังจากนำรถเข้ารับบริการหากมีข้อเสนอแนะหรือสอบถามเพิ่มเติมโทร. 0840754795 เพื่อเป็นขวัญกำลังใจให้กับพนักงานขอความกรุณาพิจารณาและแนะนำศูนย์บริการ 10 คะแนนทุกหัวข้อเพื่อผ่านการประเมินของทางนิสสันเท่านั้น(รบกวนเข้าตอบแบบสอบถามNISSANVocทางSMSภายใน3วัน)
ok,รหัสการจอง : BK2020000076643 รหัสทัวร์ : WTNSTBS200903AA จำนวน 2 ที่ ชำระเงินมัดจำ 9198.- ภายใน (20/08/20 02:42) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40qualityexpress  www.qualityexpress.co.th Tel : 02-277-9999 ขออภัยหากท่านได้ชำระเงินแล้ว
ok,รหัสการจอง : PK2020000076644 รหัสแพ็กเกจ : SPKAN-PK002 จำนวน 2 ที่ ยอดชำระ 3600.- ภายใน (19/08/20 11:59) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40supertrips.th  www.supertrips.co.th Tel : 081-992-1628 ขออภัยหากท่านได้ชำระเงินแล้ว
ok,รหัสยืนยันของคุณคือ 0189 รหัสนี้จะหมดอายุภายใน 2 นาที
ok,สวัสดีคุณ แอน สุขสันต์วันเกิดนะคะจาก พวกเราโซว์คลินิก เรามีของขวัญและโปรโมชั่นพิเศษมอบให้คุณในวันเกิดวันนี้ ทุกโปรแกรมลด 20-30%
ok,Awesome ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/MvI81
ok,check in cafe ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/ChM47
ok,DO - GO Cafe’ ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/KeC25
ok,FORMENCUTZ 2018 ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/DzM08
ok,Huaron Barber ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AfA17
ok,Ika nails ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/GjY08
ok,Kebab Monster ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/IfO62
ok,Nutcha Smoothie ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/DcF49
ok,Rin Cha รินชา ชานม19บาท ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AfL11
ok,Tang cha อาร์ เอ็น ยาร์ด โคราช ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/CaH55
ok,WE CAFE' KHONG ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AkN55
ok,Zero kcal Central korat ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/CvD57
ok,เผิงลี่ชานมไข่มุก ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/QgW88
ok,กาแฟคุณยาย ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/FuX56
ok,ขอขอบคุณ สำหรับการบริจาคโลหิต เพื่อช่วยเหลือผู้ป่วยของท่านในครั้งนี้
ok,ชานะโว๊ย ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/CeN33
ok,ชาบู ชาบู นางใน สาขาโคราช ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/ZbU69
ok,บ้านกาแฟ ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/NrE62
ok,ป้าอ้น อาหารตามสั่ง ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AfN07
ok,ผัดไทภูเขาไฟ​ PADTHAI​ VOLCANO​ ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/DiR36
ok,รสทัย สตรีทฟู้ด ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/QiM51
ok,วีน่าคอฟฟี่ ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/GyT27
ok,20 ส.ค. 2563 นางสาวพรนภัส ไม่สแกนนิ้ว เข้า ร.ร.
ok,20 ส.ค. 2563 นางสาวพรนภัส สแกนเข้า ว.ท. เวลา 07:47 น.
ok,20 ส.ค. 2563 นางสาวพรนภัส สแกนเข้าวิทยาลัยเวลา 07:43 น.
ok,20 ส.ค. 2563 นางสาวพรนภัส สแกนออกวิทยาลัยเวลา 16:14 น.
ok,20 ส.ค. 2563 นางสาวพรนภา เดินทางออกจาก ว.ท.เวลา 17:50 น.
ok,20 ส.ค. 2563 นางสาวพรนภา มาถึงสถานศึกษา 07:14 น.
ok,OTP สำหรับอนุมัติคอร์ส: 0276 ขอโดย สุกัญญา นนยะโส
ok,OTP สำหรับอนุมัติส่วนลด: 9931 ขอโดย เติ้ล มะตูม
ok,PChome Thai ต้องการเรียนให้ทราบว่าระยะเวลาการคุ้มครองสำหรับคำสั่งซื้อ #9072000042823 จะสิ้นสุดวัน 20/08/2020 00:00:00 หากคุณยังไม่ได้รับสินค้า โปรดติดต่อฝ่ายบริการลูกค้าของเรา Your Order#9072000042823 protection period will end on 20/08/2020 00:00:00 if you have not yet received the product please contact our customer service.
ok,Perfect World เปิดOBแล้ว โค้ดรางวัล PWTHA5X49U คลิก pw.5game.in.th
ok,PETiS แจ้งนัดหมาย จัมโบ้  วันที่ 21/8/63 เวลา 13:35 น...ขอบคุณค่ะ
ok,URL สำหรับตั้งรหัส PIN ของ Finnomena Ref code:KVZV กรุณาตั้งรหัสใหม่ภายใน 15 นาที https://www.finnomena.com/reset-pin/?ref=1GORXOYQJCN2UPZSFFLOM5SKVZV
ok,เตรียมตัวใช้ส่วนลด BMMF11 10% วันที่ 1 ต.ค.63 วันเดียวเท่านั้น กดที่นี่ bit.ly/3aNNM6b
ok,เน็ตหมด ต้องรีบเติม! พิเศษลดให้ ใช้ยาว 2เดือน จ่ายแค่ 285บ. ซื้อวันนี้ เติมอีกทีตุลา ด่วน! 0972376471 ไลน์กด https://rrj.nu/HrFEmZns 
ok,เบื้องต้นที่ได้แจ้งทางโทรศัพท์ เรื่องการขอเอกสารรายได้เพิ่มเติม รบกวนส่งเอกสารที่E-mail : Wanvisa.Sunaphan@partner.bmw.co.th ขอบคุณค่ะ
ok,เพื่อใช้งานอินเทอร์เน็ตบ้าน8800006137ต่อเนื่อง กรุณาชำระ427.14 บ. ภายใน19/8/2020ชำระได้ที่ AIS Shopเทเลวิซเอไอเอสบัดดี้โลตัสตู้บุญเติมATMแฟมิลี่มาร์ทไปรษณีย์ ขออภัยหากคุณได้ชำระแล้ว
ok,ภาษีรถ ฒบ-5809 กท มาแล้ว จาก ตรอ ต้นสัก ขอบคุณที่ใช้บริการค่ะ
ok,หมายเลขโฮมการ์ดของท่าน 1074902980 แจ้งเบอร์โทร 0800521405 เพื่อสะสมคะแนน เปลี่ยนเบอร์โทรติดต่อจุดบริการลูกค้าโฮมโปรทุกสาขาหรือโทร 1284
ok,รวมสกินแคร์ลดสิวที่ดีที่สุดแห่งปี 2020 ช่วยลดสิว ลดรอยสิว จัดการปัญหาสิวได้ตรงจุด! คลิก bit.ly/2Li013M
ok,9 ทรูพอยท์ลุ้นเป็นเจ้าของกระเป๋า Longchamp x Pokemon แจกพร้อมกันทั้ง 3 ใบ! คลิกเลย bit.ly/39tgKei
ok,แจก!! การ์ดสวัสดีปีใหม่ 2564 พร้อมคำอวยพรปีใหม่ภาษาอังกฤษ เอาไว้ส่งไปให้คนพิเศษในปีใหม่นี้ bit.ly/3p1jHHK
ok,9 วิธีหนี COVID-19 เมื่อจำเป็นต้องออกนอกบ้าน ห่างไกลโควิด ชีวิตปลอดภัย! bit.ly/3h9RT0V
ok,แจ้งเตือน! ช่วงนี้ มิจฉาชีพปลอมตัวเป็น SCB หรือหน่วยงานต่างๆ ส่ง SMS LINE Social Media E-mail มีลิงก์ไปยังเว็บไซต์ปลอมหลอกขอข้อมูลส่วนตัว กรุณาอย่าหลงเชื่อหรือกรอกข้อมูลใดๆ SCB ไม่มีนโยบายขอข้อมูลส่วนตัวของท่านผ่านช่องทางข้างต้นแต่อย่างใด (#984N)
ok,พิเศษ!!! ขยายเวลาแลกคะแนนสะสม LYB ถึง 31 มกราคมนี้เท่านั้น
ok,คะแนนสะสม LYB  มีค่า! รีบใช้แต้มรับส่วนลดได้แล้ววันนี้ ที่ The Body Shop ทุกสาขา หมดเขตแลกคะแนน 31 ธ.ค. นี้เท่านั้น
ok,คะแนนที่ได้รับวันนี้ 53 คะแนน รวมคะแนนสะสมทั้งสิ้น 212
ok,ใช้ 9714277 เป็นรหัสตั้งรหัสผ่านบัญชี Microsoft ใหม่
ok,รหัส OTP ซื้อสินค้าออนไลน์=268154  AIRPAY**SHOPEETH
ok,รหัส OTP ของคุณคือ 465347 รหัสอ้างอิง(IOJJXM) โปรดเก็บเป็นความลับเพื่อความปลอดภัย (ใช้ทำรายการทั่วไปเท่านั้น ไม่รวมการคืนเงิน)
ok,เลขที่ใบสั่งซื้อสินค้า JIB1210104655 ตรวจสอบการบรรจุสินค้าของท่านได้ที่ ลิงค์:https://www.jib.co.th/web/j/n/B7BPoA
ok,เช็กรถรับปีใหม่ รับส่วนลดพิเศษมากมายจากฟอร์ด เช็กสภาพรถทั่วไปฟรี 30รายการและส่วนลดพิเศษสำหรับแบตเตอรี่ ผ้าเบรก ยางรถยนต์ ตั้งแต่วันนี้ถึง 31ม.ค.64 ฟอร์ดมีบริการรับ-ส่งรถถึงบ้าน เพื่อให้คุณปลอดภัยช่วงโควิด ติดต่อศูนย์ใกล้บ้านท่านเพื่อรับบริการ คลิกเพื่อดูเงื่อนไข https://eel.nu/_qVBxsv/_GRYNN
ok,โปรดี๊ดีรับปีใหม่กับสินค้าโดนใจ คลิกแอมนิวส์ https://bit.ly/3hadFle
ok,ดีลดีช้อปเพลิน อัปเดตสินค้าใหม่ คลิกแอมนิวส์ https://bit.ly/2ISiVgI
ok,"เตือนภัย! ช่วงนี้มิจฉาชีพปลอมตัวเป็นธนาคารส่ง SMS ที่มีลิงก์ไปยังเว็บไซต์ปลอม เพื่อหลอกขอข้อมูลส่วนตัวที่สำคัญของท่าน  กรุณาอย่าหลงเชื่อ อย่าคลิกลิงก์ หรือกรอกข้อมูลใด ๆ ธนาคารไม่มีนโยบายส่งลิงก์เพื่อให้ลูกค้ากรอกข้อมูลส่วนตัวค่ะ"""
ok,โควิดมาแล้วทำประกันด่วน เจอจ่ายจบ คลิก tqm.co.th/c42?le=19211374&la=12
ok,จ่ายบิลสิ้นปีแบบไม่ต้องเสี่ยง เลี่ยงการสัมผัสเชื้อโรค เลือกจ่ายบิลทรูที่ทรูมันนี่ ง่ายกว่า ปลอดภัยกว่า คลิก tmn.app.link/TMNRMDD
ok,ห้ามพลาด! ก่อนหมดโปรฯ รีบมาเก็บทรูพอยท์สูงสุด X4 คุ้มสุดส่งท้ายปี แค่จ่ายบิลทรูที่ทรูมันนี่ วอลเล็ทเท่านั้น คลิก tmn.app.link/TBDD1
ok,Received 10 B from ร้านค้าที่ร่วมโปรฯ สแกนแหลก. Remaining 73 B.
ok,ประหยัดได้สูงสุด 150 บ./เดือน! เพียงสแกนจ่ายผ่าน QR True Point&Pay 30บ.ขึ้นไป/รายการไม่ซ้ำร้าน รับเงินคืนทันที คลิก! tmn.co/SCMD1
ok,OTP ของคุณคือ 414327 ใส่รหัสเพื่อเข้าสู่ระบบเครื่องใหม่ รหัสมีอายุ15 น
ok,เริ่มแล้วพรุ่งนี้ลดครั้งใหญ่ส่งท้ายปีที่อิเกีย 24 ธ.ค. 63 - 3 ม.ค. 64 นี้ ทั้งในสโตร์และออนไลน์ พิเศษ! สมาชิก IKEA Family ลดเพิ่มอีก 10% เมื่อช้อปสินค้า SALE ในสโตร์ อิเกียพร้อมให้คุณช้อปได้อย่างสะดวกและปลอดภัย อย่าลืมสวมหน้ากากอนามัยทุกครั้งเมื่อมาช้อปที่สโตร์ ดูเพิ่มเติม IKEA.co.th/SALE
ok,คุณได้รับ 2 ทรูพอยท์จากการจ่ายผ่านทรูมันนี่ที่ 7-Eleven คะแนนคงเหลือ 2027 ทรูพอยท์ ลูกค้าทรู อัปเกรดไลฟ์สไตล์อีกขั้น อาทิ เลือกอัปไซซ์กาแฟแก้วโปรด@TrueCoffee/D’Oro และไลฟ์สไตล์อื่นๆ 24ก.พ.63-31ธ.ค.63 bit.ly/2yA6dhu
ok,คุณได้รับคะแนนสะสม 13TruePoint จากการใช้จ่ายของสินค้าทรู คะแนนคงเหลือ 1983 คะแนน สนใจแลกสินค้าที่7-Eleven คลิก bit.ly/2GB2VcR
ok,เฉพาะคุณโชว์ SMS รับส่วนลดOn top5% +เมื่อช้อปคอลเลคชันใหม่Wrangler Fall Winter* | 22ธค63-31ธค63 @Shop Wrangler คลิก> bit.ly/3r7Y3TR
ok,3 วันเท่านั้น! ว้าวจัด ต้องนัดช้อป Central WOW Weekend สินค้าใหม่ลดทั้งห้าง สูงสุด 50% เดอะวันและบัตรเครดิตเซ็นทรัลเดอะวัน ลดเพิ่ม สูงสุด 32% เมื่อใช้คะแนนเท่ายอดซื้อ 2 ครั้ง หรือ ลด/รับเพิ่ม สูงสุด 34% จากเดอะวันและบัตรเครดิตที่ร่วมรายการ ลดเพิ่มด้วยสติกเกอร์ Central Paycation Sale สูงสุด 3000 บาท 18 ธ.ค. 63 - 20 ธ.ค. 63 เซ็นทรัลสาขาที่ร่วมรายการ เพิ่มเติม https://bit.ly/3njaYjD
ok,G-691048 คือรหัสยืนยัน Google ของคุณ
ok,มีสินค้าจะจัดส่งถึงคุณในวันที่ 19 ธ.ค.  ติดตามสถานะได้ที่ https://www.alphafast.com/th/track?id=DES0000000366
ok,มีสินค้าจะจัดส่งถึงคุณในวันที่ 17 ธ.ค.  จากร้าน บริษัท วิตาวดี จำกัด  ติดตามสถานะได้ที่ https://www.alphafast.com/th/track?id=ALP015717868
ok,ขอบคุณที่ชำระค่าบริการตามกำหนด เพื่อรับสิทธิ์เน็ตฟรี 3GB ใช้งานได้นาน 5 วัน กรุณากด *986*882#โทรออก(ฟรี) ภายใน 25/12/63
ok,แพ็กเกจ ชำระตรงเวลา รับฟรีเน็ต3GB 5 วัน เริ่มใช้งานได้ตั้งแต่วันที่  18/12/2020 เวลา 14:31:53 ถึงวันที่ 23/12/2020 เวลา 23:59:59 ซื้อแพ็กเกจสุดคุ้มครั้งต่อไป ที่นี่ topping.truemoveh.com
ok,G2000 YourPerfectFit เสื้อเชิ้ต3ตัวเพียง 1990บ โปโล 990บ ชุดสูทเหลือเพียง 3990บ 18ธค63-31ธค63 ชมสินค้าเพิ่มเติม คลิก> bit.ly/3oNno3q
ok,ขอบคุณที่ใช้บริการ True Call Center ในวันที่ 17/12/2020 14:38 กรุณาให้คะแนนความพึงพอใจในการให้บริการโดยคลิกลิงก์ในข้อความนี้ Please rate your satisfaction with True Call Center. Click https://isurvey.truecorp.co.th/s/8jdag.21g
ok,ขอบคุณที่ชำระค่าบริการ ฿ 20 บาท สำหรับ TrueMove H Prepaid : 0971562775 ผ่าน iService หมายเลขรายการ: trxn_5m89mnmc6j0dqxmed49 ยอดจะเข้าระบบภายใน 15 นาที
ok,ธนาคารธนชาตขอขอบคุณที่มาใช้บริการที่สาขาค่ะ คุณสามารถแสดงความคิดเห็นได้ที่ https://2g.to/8f6ma/8PV ธนาคารขอยืนยันว่าความคิดเห็นของคุณจะถูกนำมาพัฒนาและปรับปรุงแนวทางการให้บริการของธนาคารให้ดียิ่งขึ้น ขออภัยหากท่านไม่ได้มาใช้บริการที่สาขาด้วยตนเอง หากไม่ประสงค์รับ SMS สอบถามความเห็น โทร.1770
ok,ท่านได้ตั้งค่า PIN ใหม่เรียบร้อย
ok,เฉพาะคุณรับสิทธิ์ Buy1Get1 FREE บริการนวดหน้ามูลค่า3400.- เมื่อซื้อ Facial Treatment* ที่คลาแรงส์สปา 11ธ.ค.63-13ธ.ค.63 bit.ly/2L8StQP
ok,ช้อปส่งท้ายปี! คลาแรงส์มอบส่วนลดทันที 10%+10%* เมื่อช้อปครบ 6000.- ที่คลาแรงส์ทุกสาขา ถึง 15ธ.ค.63 เพิ่มเติม คลิก > bit.ly/37BdT0m
ok,ฟรีบัตรของขวัญ 50.- เพียงช็อปที่ท็อปส์ ออนไลน์ครบ 500.- และเลือกบริการ Click & Collect ที่สาขาเวสต์เกต หมดเขต 31 ธ.ค. คลิก! bit.ly/39v7pmt
ok,3 วันสุดท้าย! กดลงทะเบียน tmbbank.com/lucky ร่วมสนุกลุ้นรับ สูงสุด 10000 WOW (1 WOW = 1 บาท) ตรวจสอบรายชื่อผู้โชคดีรอบแรกวันที่ 25 ธ.ค.63 ผ่านเมนู WOW บนโมบายแอปของท่าน (ยกเลิกรับข่าวสาร โทร.1558) ยิ่งทัชมาก ยิ่งมีสิทธิ์มาก
ok,28-29 พ.ย.นี้ Grand Opening ครั้งยิ่งใหญ่ พลีโน่ รัตนาธิเบศร์-บางใหญ่ เปิดจองโครงการใหม่ 2วันพิเศษเท่านั้น บนทำเลดีที่สุด เพียง 5นาที*สู่รถไฟฟ้าสายสีม่วงและ Central Westgate แถมโบนัสเงินฝากสูงสุด500000* รับเพิ่ม 5*ต่อ ทาวน์โฮมหลังใหญ่ เริ่ม 2.19ล้าน* 
ok, แจ้งเตือนนัดพบแพทย์  ฐปน์วรรษ พิริยะพงศ์ วันที่ 07/12/63 เวลา 08.00-16.00น. โรงพยาบาลเปาโลโชคชัย4ขอบคุณค่ะ  
ok, ท่านมีกำหนดทำ Due Diligence รหัสประมูล uat-ใช้สำหรับ-test-9-10-11 ในวันที่ 07/12/2020 22:37 ถึงวันที่ 31/12/2020 22:37 ในช่วงเวลาดังกล่าวคุณสามารถเข้าดูข้อมูลเพื่อการทำ Due Diligence ได้ที่ txm.co/e0jYcf
ok, ท่านมีกำหนดทำ Due Diligence รหัสประมูล หูกระจงควรปลูกให้ห่างจากตัวบ้าน ในวันที่ 02/12/2020 07:00 ถึงวันที่ 09/12/2020 06:59 ในช่วงเวลาดังกล่าวคุณสามารถเข้าดูข้อมูลเพื่อการทำ Due Diligence ได้ที่ txm.co/33sdDP
ok, รหัสการจอง : BK2020000078650 รหัสทัวร์ : WTBETFD201227BB จำนวน 4 ที่ ชำระเงินมัดจำ 32000.- ภายใน (07/12/20 00:12) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40tangmotour  www.tangmotour.co Tel : 02-2770000 ขออภัยหากท่านได้ชำระเงินแล้ว
ok, รหัสการจอง : BK2020000078658 รหัสทัวร์ : WTCNXBS210211BB จำนวน 1 ที่ ชำระเต็มจำนวน 8190.- ภายใน (08/12/20 22:40) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40tangmotour  www.tangmotour.co Tel : 02-2770000 ขออภัยหากท่านได้ชำระเงินแล้ว
ok, รหัสการจอง : BK2020000078659 รหัสทัวร์ : WTNNTVN201230MS จำนวน 3 ที่ ชำระเต็มจำนวน 20070.- ภายใน (09/12/20 00:10) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40tangmotour  www.tangmotour.co Tel : 02-2770000 ขออภัยหากท่านได้ชำระเงินแล้ว
ok," รหัสการจอง : PK2020000078693 รหัสแพ็กเกจ : WTWDP-PK002 จำนวน 7 ที่ ยอดชำระ 6,230.- ภายใน (11/12/20 16:49) สอบถามเพิ่มเติม Line : http://line.me/ti/p/%40qualityexpress  www.qualityexpress.co.th Tel : 02-277-9999 ขออภัยหากท่านได้ชำระเงินแล้ว"
ok,"""Awesome"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/ArV96"
ok,"""Bake at Home - เบค แอท โฮม"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/UfW69"
ok,"""Cha’U"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AhA55"
ok,"""check in cafe"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/ZlO10"
ok,"""Fresco caffe'(มุมกาแฟ)"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/YfY13"
ok,"""GZ Coffee Bar"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/MoL56"
ok,"""เผิงลี่ชานมไข่มุก"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/NlA46"
ok,"""กาแฟคุณยาย"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/CsR45"
ok,"""กาแฟสดจัณเจ้า"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/YuA40"
ok,"""ขอขอบคุณ"" สำหรับการบริจาคโลหิต เพื่อช่วยเหลือผู้ป่วยของท่านในครั้งนี้"
ok,"""ติดต่อจาก BMW Leasing เรียนคุณพิตติพล พรหมโชติกุลเนื่องจากเจ้าหน้าที่พยายามติดต่อท่านเพื่อแจ้งข้อมูลแต่ไม่สามารถติดต่อได้ รบกวนท่านติดต่อกลับที่หมายเลข 1397 ค่ะ"""
ok,"""ติดต่อจาก BMW Leasing เรียนคุณสุวิมลเนื่องจากเจ้าหน้าที่พยายามติดต่อท่านเพื่อแจ้งข้อมูลแต่ไม่สามารถติดต่อได้ รบกวนท่านติดต่อกลับที่หมายเลข 1397 ค่ะ"""
ok,"""ธงธงลงเรือ"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/FdR44"
ok,"""บ้านกาแฟ"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/AfJ98"
ok,"""ผัดไทภูเขาไฟ​ PADTHAI​ VOLCANO​"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/YzQ77"
ok,"""ร้านค้าตัวอย่าง"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/YaK20"
ok,"""วีน่าคอฟฟี่"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/DiB11"
ok,"""หอมควัน บาบีคิว"" ลงทะเบียน คลิก m.gebtam.com/#/registerยกเลิก/รับ SMS ข่าวสาร คลิก m.gebtam.com/#/sms/ZyZ74"
ok,(ID0208) ยินดีด้วย บัตรBMMF11 จำนวน 2 ใบ เป็นของคุณแล้ว กรุณาแสดงSMSนี้ พร้อมบัตรประชาชนตัวจริงเพื่อรับบัตร คุณสามารถรับบัตรก่อนงานได้ วันที่ 7-8 ธ.ค. ที่ชั้น35 ตึกGMM GRAMMY อโศก (11.00-18.00น.) หรือวันที่11ธ.ค. ที่ประตูหางวัว (10.00-18.00น.) หรือรับหน้างานวันที่12-13ธ.ค.ทั้ง 2 ประตู (09.00-02.00น.)
ok,(M999)มีรายการสั่งอาหารรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=999&SId=49
ok,(W1000)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1000&SId=56&wid=16
ok,(W1000)ร้าน (J051) M2 PATTAYA ล็อค  ได้ทำอาหาร โค้กแก้วใหญ่ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนาย วรวุฒิ ศรีกำปังรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1000&SId=56&wid=16
ok,(W1000)ร้าน ข้าวคลุก+ข้าวแกง ล็อค  ได้ทำอาหาร ข้าวคลุกน้ำพริก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนาย วรวุฒิ ศรีกำปังรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1000&SId=35&wid=16
ok,(W1000)ร้าน ปลาหมึกสดย่างมหาชัย ล็อค  ได้ทำอาหาร เอ็นปลาหมึก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนาย วรวุฒิ ศรีกำปังรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1000&SId=42&wid=16
ok,(W1001)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1001&SId=75&wid=18
ok,(W1001)ร้าน (J013) ปิยะเซฟวัน ราดหน้ายอดผัก ล็อค  ได้ทำอาหาร ราดหน้าหมูหมัก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1001&SId=75&wid=18
ok,(W1003)มีรายการสั่งอาหารล็อค TD47:TD48:TD49:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1003&SId=1&wid=13
ok,(W1003)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1003&SId=59&wid=13
ok,(W1003)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1003&SId=84&wid=13
ok,(W1003)ร้าน (I063) ยำเศรษฐี ล็อค  ได้ทำอาหาร ยำไส้ตัน เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณวรรณชัย ลมสมบุตรรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=1003&SId=59&wid=13
